Date,Open,High,Low,Close,Adj Close,Volume
2024-05-27,102.980003,106.199997,102.010002,104.800003,104.791451,383812
2024-05-28,104.129997,108.580002,103.709999,107.790001,107.781204,665462
2024-05-29,106.589996,109.000000,104.790001,108.269997,108.261162,501595
2024-05-30,104.440002,104.440002,104.440002,104.440002,104.431480,100
2024-05-31,106.120003,106.339996,101.000000,103.510002,103.501556,564803
2024-06-03,107.300003,108.500000,105.750000,108.500000,108.491150,391213
2024-06-04,109.230003,110.000000,107.690002,109.940002,109.931030,481999
2024-06-05,111.779999,115.599998,111.000000,115.550003,115.540573,544585
2024-06-06,117.209999,118.610001,111.809998,114.269997,114.260674,687513
2024-06-07,113.089996,114.900002,111.459999,114.040001,114.030693,383836
2024-06-10,114.000000,116.139999,110.500000,115.120003,115.110611,489547
2024-06-11,114.980003,115.889999,112.129997,114.099998,114.099998,329681
2024-06-12,116.139999,119.650002,115.699997,118.080002,118.080002,100770
2024-06-13,122.000000,122.500000,120.080002,122.059998,122.059998,714504
2024-06-14,124.540001,124.540001,124.540001,124.540001,124.540001,300
2024-06-17,127.690002,127.690002,122.489998,123.660004,123.660004,570510
2024-06-18,123.779999,128.610001,123.500000,127.919998,127.919998,546870
2024-06-19,131.199997,132.339996,131.100006,131.889999,131.889999,138482
